Project number,Lot,Supplier,Deliverable,MGR BE Number,Location,Resource,Contractors Name,CW,Work Description (e.g. Roof Works),Year,Date Received,Date Reviewed,Duration between receipt/review,Status (Authorised or Rejected with amendments Req),Has been authorised eventually?,Invoiced to MGR?,Comments,Work Stream
80433248,3,KR Analytics Ltd,MARS Review,52.35.24.36,BT5 5DA,Tate Benjamin,DASDA Ltd,Yes,Vent Repairs,3,2023-10-17,2023-10-26,"9 days, 0:00:00",Rejected,No,No,wccbe,WS3
94686735,2,KR Analytics Ltd,MARS Review,62.32.63.61,B14 7DH,Alfredo Holmes,Elixir Ltd,No,General Inspection,3,2023-06-10,2023-06-17,"7 days, 0:00:00",Authorised,N/A,Yes,ubzwd,WS3
23494871,4,KR Analytics Ltd,MARS Review,43.63.54.36,CW11 9DQ,Chelsea Huber,Aboard Service Ltd,No,Air Conditioning Installations,3,2024-03-02,2024-03-11,"9 days, 0:00:00",Authorised,N/A,Yes,adjcu,WS1
21928349,3,KR Analytics Ltd,MARS Review,51.55.31.45,E4 6UG,Jazmine Mathis,Caledonian Ltd,Yes,General Inspection,3,2023-08-09,2023-08-22,"13 days, 0:00:00",Authorised,N/A,Yes,snevf,WS1
99228197,2,KR Analytics Ltd,MARS Review,42.64.31.56,BL9 6RX,Jazmine Mathis,Centurion Ltd,No,Fall Protection Inspection,3,2023-11-04,2023-11-05,"1 day, 0:00:00",Authorised,N/A,Yes,ynppw,WS3
72187397,1,KR Analytics Ltd,MARS Review,53.24.32.44,CR0 1EQ,Kenny Merritt,DASDA Ltd,No,Asbestos Survey,3,2024-01-25,2024-02-03,"9 days, 0:00:00",Rejected,No,No,hxwoh,WS1
83188372,1,KR Analytics Ltd,MARS Review,43.61.24.45,EN5 5TD,Cassius Mullins,German Ltd,No,Fall Protection Inspection,3,2023-12-25,2024-01-02,"8 days, 0:00:00",Authorised,N/A,Yes,ovrdy,WS1
35137261,2,KR Analytics Ltd,MARS Review,22.54.61.11,CR7 7NQ,Chelsea Huber,DASDA Ltd,No,Heating Installations,3,2023-08-15,2023-08-21,"6 days, 0:00:00",Rejected,Yes,No,zwsql,WS1
96896184,1,KR Analytics Ltd,MARS Review,43.66.22.53,G3 8QJ,Chelsea Huber,Arc Ltd,No,Bird Netting Repair,3,2023-12-14,2023-12-27,"13 days, 0:00:00",Rejected,Yes,No,ysljb,WS3
81471348,4,KR Analytics Ltd,MARS Review,65.53.42.54,G66 5DT,Chelsea Huber,Epiphany Ltd,Yes,Roof repair,3,2023-05-04,2023-05-06,"2 days, 0:00:00",Rejected,Yes,No,xzcvs,WS1
78950243,2,KR Analytics Ltd,MARS Review,56.62.23.52,BL1 3FG,Tate Benjamin,DASDA Ltd,No,Air Conditioning Installations,3,2023-09-17,2023-09-19,"2 days, 0:00:00",Rejected,No,No,nckkd,WS3
24132465,3,KR Analytics Ltd,MARS Review,21.34.46.56,G63 0HW,Cora Lindsey,Elixir Ltd,Yes,Fall Protection Inspection,3,2024-02-03,2024-02-16,"13 days, 0:00:00",Rejected,No,No,iwqoi,WS3
30243330,0,KR Analytics Ltd,MARS Review,31.41.62.65,DD11 5RU,Jazmine Mathis,Caledonian Ltd,Yes,General Inspection,3,2023-10-09,2023-10-15,"6 days, 0:00:00",Authorised,N/A,Yes,kunve,WS1
26695755,0,KR Analytics Ltd,MARS Review,45.65.56.11,BN2 1WJ,Cora Lindsey,Centurion Ltd,No,Heating Installations,3,2023-09-10,2023-09-16,"6 days, 0:00:00",Rejected,No,No,ekjpj,WS3
85611387,1,KR Analytics Ltd,MARS Review,26.55.21.13,B98 9NF,Kenny Merritt,Aboard Service Ltd,No,Fall Protection Inspection,3,2023-06-25,2023-07-08,"13 days, 0:00:00",Authorised,N/A,Yes,jahgr,WS1
33128184,1,KR Analytics Ltd,MARS Review,44.53.12.22,DE23 8RW,Kenny Merritt,DASDA Ltd,Yes,Fall Protection Inspection,3,2023-04-11,2023-04-25,"14 days, 0:00:00",Rejected,Yes,No,dmvpl,WS1
49802485,3,KR Analytics Ltd,MARS Review,36.22.33.41,AB39 3XH,Jazmine Mathis,MEKOS Ltd,No,Vent Repairs,3,2024-01-25,2024-01-30,"5 days, 0:00:00",Authorised,N/A,Yes,fsesm,WS3
48173782,2,KR Analytics Ltd,MARS Review,44.62.43.51,BB12 0LT,Tate Benjamin,Caledonian Ltd,Yes,Asbestos Survey,3,2023-08-18,2023-08-30,"12 days, 0:00:00",Authorised,N/A,Yes,fxgbi,WS3
23431553,3,KR Analytics Ltd,MARS Review,33.44.45.52,EH46 7DS,Tate Benjamin,German Ltd,No,Heating Installations,3,2023-07-03,2023-07-12,"9 days, 0:00:00",Rejected,No,No,kcisd,WS1
99849267,2,KR Analytics Ltd,MARS Review,13.45.56.63,E8 4UG,Kenny Merritt,Centurion Ltd,No,Heating Installations,3,2024-03-10,2024-03-15,"5 days, 0:00:00",Authorised,N/A,Yes,kzsug,WS1
73648189,3,KR Analytics Ltd,MARS Review,42.63.16.64,B76 8HT,Cora Lindsey,Aboard Service Ltd,Yes,Fall Protection Inspection,3,2023-04-05,2023-04-09,"4 days, 0:00:00",Authorised,N/A,Yes,uwlnv,WS3
93546017,1,KR Analytics Ltd,MARS Review,33.66.44.16,BS34 9JZ,Annabel Beasley,German Ltd,No,Vent Repairs,3,2023-07-20,2023-07-26,"6 days, 0:00:00",Rejected,Yes,No,oeehd,WS1
90874284,1,KR Analytics Ltd,MARS Review,46.12.61.66,BT40 1RQ,Tate Benjamin,Elixir Ltd,No,Roof repair,3,2024-02-21,2024-02-29,"8 days, 0:00:00",Authorised,N/A,Yes,uyzzp,WS3
29838332,1,KR Analytics Ltd,MARS Review,62.32.33.36,E14 4DB,Kenny Merritt,German Ltd,Yes,Vent Repairs,3,2023-08-30,2023-09-06,"7 days, 0:00:00",Authorised,N/A,Yes,fyayt,WS1
74654663,4,KR Analytics Ltd,MARS Review,45.61.24.12,G13 1XL,Alfredo Holmes,Arc Ltd,No,Fall Protection Inspection,3,2023-12-29,2024-01-02,"4 days, 0:00:00",Authorised,N/A,Yes,fdudv,WS3
21711948,4,KR Analytics Ltd,MARS Review,23.22.12.23,EX7 0XQ,Brayden Giles,German Ltd,No,Other Repairs,3,2024-03-23,2024-03-31,"8 days, 0:00:00",Authorised,N/A,Yes,twigq,WS3
77606894,2,KR Analytics Ltd,MARS Review,54.33.25.36,B30 2TT,Chelsea Huber,Aboard Service Ltd,Yes,Vent Repairs,3,2023-04-26,2023-04-29,"3 days, 0:00:00",Rejected,Yes,No,uecya,WS1
28755900,0,KR Analytics Ltd,MARS Review,12.36.24.21,E7 9WE,Kenny Merritt,Aboard Service Ltd,No,Asbestos Survey,3,2024-03-12,2024-03-21,"9 days, 0:00:00",Rejected,Yes,No,nybxp,WS1
37303074,1,KR Analytics Ltd,MARS Review,36.45.52.44,B67 5LG,Chelsea Huber,Arc Ltd,No,Asbestos Survey,3,2023-11-29,2023-11-30,"1 day, 0:00:00",Rejected,No,No,odjpj,WS1
56463853,0,KR Analytics Ltd,MARS Review,64.23.62.55,BT92 4QA,Kenny Merritt,Aboard Service Ltd,No,Roof repair,3,2023-12-02,2023-12-09,"7 days, 0:00:00",Authorised,N/A,Yes,mcpgr,WS3
34114391,0,KR Analytics Ltd,MARS Review,16.63.11.33,HP16 9SD,Cassius Mullins,Epiphany Ltd,Yes,Air Conditioning Installations,3,2023-12-12,2023-12-13,"1 day, 0:00:00",Rejected,No,No,sorva,WS3
44352806,4,KR Analytics Ltd,MARS Review,32.24.66.33,E17 5JB,Marcos Mcpherson,MEKOS Ltd,No,General Inspection,3,2023-05-09,2023-05-15,"6 days, 0:00:00",Rejected,Yes,No,qvxmk,WS1
27742595,2,KR Analytics Ltd,MARS Review,32.66.62.26,GU8 4JB,Chelsea Huber,Elixir Ltd,Yes,Roof repair,3,2023-09-20,2023-09-25,"5 days, 0:00:00",Authorised,N/A,Yes,okqam,WS1
92560519,1,KR Analytics Ltd,MARS Review,55.16.15.35,G31 2SB,Annabel Beasley,Centurion Ltd,Yes,Asbestos Survey,3,2023-05-08,2023-05-17,"9 days, 0:00:00",Rejected,No,No,ejeue,WS1
27154100,4,KR Analytics Ltd,MARS Review,46.13.32.16,DY1 9ET,Kenny Merritt,MEKOS Ltd,No,Other Repairs,3,2024-03-17,2024-03-23,"6 days, 0:00:00",Authorised,N/A,Yes,gfjxo,WS3
36842690,2,KR Analytics Ltd,MARS Review,16.53.33.52,DN31 2AJ,Tate Benjamin,Elixir Ltd,No,General Inspection,3,2023-12-29,2024-01-08,"10 days, 0:00:00",Authorised,N/A,Yes,wrjhe,WS3
83078692,1,KR Analytics Ltd,MARS Review,11.31.11.35,HA5 3YX,Annabel Beasley,DASDA Ltd,No,Other Repairs,3,2023-12-29,2024-01-10,"12 days, 0:00:00",Authorised,N/A,Yes,xwyei,WS3
58760804,2,KR Analytics Ltd,MARS Review,46.65.25.42,B68 0BL,Cora Lindsey,German Ltd,No,Roof repair,3,2023-04-20,2023-04-22,"2 days, 0:00:00",Rejected,Yes,No,uljcc,WS1
03454075,3,KR Analytics Ltd,MARS Review,52.53.55.15,BS34 7NJ,Cora Lindsey,German Ltd,No,Roof repair,3,2023-09-15,2023-09-29,"14 days, 0:00:00",Rejected,Yes,No,ywoys,WS3
14177790,1,KR Analytics Ltd,MARS Review,66.41.52.12,GL4 5EX,Tate Benjamin,Aboard Service Ltd,Yes,Asbestos Survey,3,2023-07-08,2023-07-19,"11 days, 0:00:00",Authorised,N/A,Yes,vawhd,WS1
25754518,0,KR Analytics Ltd,MARS Review,33.32.55.62,BT93 3BW,Kenny Merritt,Centurion Ltd,No,Other Repairs,3,2024-03-05,2024-03-18,"13 days, 0:00:00",Authorised,N/A,Yes,exmev,WS3
27490750,2,KR Analytics Ltd,MARS Review,12.16.11.11,HA5 2RX,Alfredo Holmes,DASDA Ltd,Yes,Heating Installations,3,2023-05-26,2023-06-07,"12 days, 0:00:00",Rejected,Yes,No,awppg,WS1
69171878,3,KR Analytics Ltd,MARS Review,31.55.21.32,CA6 4NH,Cassius Mullins,Elixir Ltd,No,Vent Repairs,3,2023-09-23,2023-09-30,"7 days, 0:00:00",Authorised,N/A,Yes,mewev,WS1
06901772,4,KR Analytics Ltd,MARS Review,44.55.42.12,BA5 1LN,Annabel Beasley,Elixir Ltd,Yes,General Inspection,3,2024-01-10,2024-01-19,"9 days, 0:00:00",Rejected,Yes,No,qrdyh,WS1
08316549,2,KR Analytics Ltd,MARS Review,36.16.61.54,CV12 8ZT,Kenny Merritt,DASDA Ltd,Yes,General Inspection,3,2023-06-19,2023-06-20,"1 day, 0:00:00",Rejected,Yes,No,ctgmd,WS3
12857008,1,KR Analytics Ltd,MARS Review,53.23.15.43,CH4 7EB,Brayden Giles,German Ltd,Yes,Vent Repairs,3,2023-04-16,2023-04-28,"12 days, 0:00:00",Rejected,Yes,No,qsfiu,WS3
93784553,1,KR Analytics Ltd,MARS Review,46.62.25.53,DA13 0NS,Kenny Merritt,German Ltd,Yes,Air Conditioning Installations,3,2024-03-11,2024-03-24,"13 days, 0:00:00",Rejected,Yes,No,butgw,WS1
32658554,2,KR Analytics Ltd,MARS Review,66.32.54.16,GL1 9JJ,Annabel Beasley,Aboard Service Ltd,Yes,Bird Netting Repair,3,2023-11-30,2023-12-05,"5 days, 0:00:00",Rejected,Yes,No,tifky,WS1
83603054,1,KR Analytics Ltd,MARS Review,45.14.65.24,GU1 1BY,Kenny Merritt,DASDA Ltd,Yes,Air Conditioning Installations,3,2024-01-14,2024-01-28,"14 days, 0:00:00",Rejected,No,No,hyqys,WS3
48221142,1,KR Analytics Ltd,MARS Review,34.56.22.65,B77 4BJ,Tate Benjamin,Aboard Service Ltd,No,Fall Protection Inspection,3,2023-07-20,2023-07-26,"6 days, 0:00:00",Rejected,Yes,No,otoup,WS3
03003297,3,KR Analytics Ltd,MARS Review,52.21.15.36,CH43 4UE,Annabel Beasley,DASDA Ltd,No,General Inspection,3,2024-02-25,2024-03-02,"6 days, 0:00:00",Authorised,N/A,Yes,sdwqa,WS1
00618988,2,KR Analytics Ltd,MARS Review,52.62.51.23,AL10 8AH,Tate Benjamin,Aboard Service Ltd,Yes,Vent Repairs,3,2023-11-13,2023-11-17,"4 days, 0:00:00",Authorised,N/A,Yes,kisay,WS1
23911397,3,KR Analytics Ltd,MARS Review,56.56.32.12,CF63 1JG,Jazmine Mathis,Centurion Ltd,No,Roof repair,3,2023-11-24,2023-11-29,"5 days, 0:00:00",Authorised,N/A,Yes,nobej,WS1
22264719,3,KR Analytics Ltd,MARS Review,45.16.54.25,E17 3AW,Brayden Giles,Caledonian Ltd,No,General Inspection,3,2023-09-01,2023-09-09,"8 days, 0:00:00",Authorised,N/A,Yes,rnufe,WS1
16779900,2,KR Analytics Ltd,MARS Review,16.46.15.36,HA0 1ED,Kenny Merritt,Arc Ltd,Yes,Vent Repairs,3,2023-06-29,2023-07-11,"12 days, 0:00:00",Authorised,N/A,Yes,dqgwq,WS3
55844509,1,KR Analytics Ltd,MARS Review,64.22.66.51,G74 4GH,Jazmine Mathis,Epiphany Ltd,Yes,Fall Protection Inspection,3,2023-04-12,2023-04-24,"12 days, 0:00:00",Rejected,No,No,txhxt,WS3
59110628,0,KR Analytics Ltd,MARS Review,46.26.54.12,B31 4JX,Chelsea Huber,Epiphany Ltd,Yes,Roof repair,3,2023-12-27,2024-01-10,"14 days, 0:00:00",Rejected,Yes,No,nwfse,WS3
59353684,3,KR Analytics Ltd,MARS Review,53.36.46.31,DA12 2FB,Kenny Merritt,Aboard Service Ltd,No,General Inspection,3,2023-04-27,2023-05-07,"10 days, 0:00:00",Rejected,Yes,No,lfkdb,WS3
58777686,4,KR Analytics Ltd,MARS Review,61.63.14.45,BA11 5JG,Alfredo Holmes,Centurion Ltd,Yes,Asbestos Survey,3,2024-02-06,2024-02-19,"13 days, 0:00:00",Rejected,Yes,No,liywv,WS3
62053275,0,KR Analytics Ltd,MARS Review,51.31.61.14,HA5 4PZ,Brayden Giles,MEKOS Ltd,Yes,Asbestos Survey,3,2023-11-25,2023-12-03,"8 days, 0:00:00",Authorised,N/A,Yes,amime,WS1
48761574,2,KR Analytics Ltd,MARS Review,32.43.16.43,GU11 2AF,Cassius Mullins,MEKOS Ltd,Yes,Other Repairs,3,2023-12-28,2024-01-11,"14 days, 0:00:00",Rejected,No,No,ejtco,WS3
93998518,1,KR Analytics Ltd,MARS Review,24.15.22.14,DH4 6FH,Cora Lindsey,DASDA Ltd,Yes,General Inspection,3,2023-05-02,2023-05-13,"11 days, 0:00:00",Rejected,Yes,No,wafld,WS1
19598856,1,KR Analytics Ltd,MARS Review,22.53.34.13,FK19 8PE,Brayden Giles,Centurion Ltd,No,Roof repair,3,2023-10-01,2023-10-11,"10 days, 0:00:00",Rejected,No,No,uloww,WS1
35092720,3,KR Analytics Ltd,MARS Review,43.33.64.24,AB51 4FE,Cassius Mullins,Centurion Ltd,Yes,General Inspection,3,2023-07-15,2023-07-26,"11 days, 0:00:00",Rejected,No,No,itpem,WS3
53799142,1,KR Analytics Ltd,MARS Review,45.62.66.34,BD1 9JQ,Alfredo Holmes,MEKOS Ltd,No,Asbestos Survey,3,2024-02-16,2024-02-22,"6 days, 0:00:00",Authorised,N/A,Yes,ykstt,WS3
61422217,4,KR Analytics Ltd,MARS Review,53.53.46.45,B77 1AL,Chelsea Huber,Elixir Ltd,Yes,Heating Installations,3,2023-10-01,2023-10-10,"9 days, 0:00:00",Authorised,N/A,Yes,sraad,WS3
74634566,0,KR Analytics Ltd,MARS Review,56.16.44.63,DA15 9BN,Kenny Merritt,Elixir Ltd,Yes,Vent Repairs,3,2023-10-02,2023-10-15,"13 days, 0:00:00",Authorised,N/A,Yes,wefyi,WS1
47052907,1,KR Analytics Ltd,MARS Review,13.45.43.51,BH21 2YX,Brayden Giles,Aboard Service Ltd,No,Asbestos Survey,3,2024-03-18,2024-03-20,"2 days, 0:00:00",Rejected,No,No,raseo,WS3
28624176,3,KR Analytics Ltd,MARS Review,62.14.16.45,CV2 2RR,Chelsea Huber,Caledonian Ltd,No,Bird Netting Repair,3,2023-07-04,2023-07-11,"7 days, 0:00:00",Rejected,No,No,kdpvi,WS3
02833333,1,KR Analytics Ltd,MARS Review,63.34.23.16,EH6 6EA,Annabel Beasley,German Ltd,Yes,Other Repairs,3,2024-02-14,2024-02-20,"6 days, 0:00:00",Rejected,No,No,omsxw,WS1
30267945,3,KR Analytics Ltd,MARS Review,26.11.61.53,CO10 7JR,Brayden Giles,Elixir Ltd,No,Heating Installations,3,2023-05-07,2023-05-16,"9 days, 0:00:00",Rejected,No,No,ydiiq,WS1
44528364,1,KR Analytics Ltd,MARS Review,61.63.63.52,DL2 3DN,Kenny Merritt,German Ltd,Yes,Heating Installations,3,2024-01-27,2024-02-10,"14 days, 0:00:00",Rejected,No,No,rjjwn,WS3
75457371,3,KR Analytics Ltd,MARS Review,46.31.53.11,AB9 8YT,Brayden Giles,Aboard Service Ltd,Yes,Heating Installations,3,2023-09-24,2023-10-05,"11 days, 0:00:00",Authorised,N/A,Yes,ouiwd,WS3
41225107,1,KR Analytics Ltd,MARS Review,56.34.31.52,EC50 4SU,Alfredo Holmes,Caledonian Ltd,No,Air Conditioning Installations,3,2023-04-21,2023-05-05,"14 days, 0:00:00",Rejected,Yes,No,jpckv,WS1
41901993,4,KR Analytics Ltd,MARS Review,31.13.34.65,CF31 4JY,Tate Benjamin,Elixir Ltd,Yes,Roof repair,3,2023-10-08,2023-10-17,"9 days, 0:00:00",Authorised,N/A,Yes,kfava,WS1
79414057,4,KR Analytics Ltd,MARS Review,56.31.22.43,CH25 9AX,Kenny Merritt,Elixir Ltd,Yes,Bird Netting Repair,3,2024-02-15,2024-02-21,"6 days, 0:00:00",Authorised,N/A,Yes,fmbpc,WS1
80561725,1,KR Analytics Ltd,MARS Review,16.55.21.43,GU21 3LG,Chelsea Huber,DASDA Ltd,No,Vent Repairs,3,2023-12-14,2023-12-26,"12 days, 0:00:00",Authorised,N/A,Yes,irqvg,WS1
34199615,4,KR Analytics Ltd,MARS Review,15.13.34.12,BT12 5BE,Chelsea Huber,Caledonian Ltd,Yes,Heating Installations,3,2024-03-12,2024-03-21,"9 days, 0:00:00",Rejected,Yes,No,xihkk,WS3
25103677,1,KR Analytics Ltd,MARS Review,35.45.31.35,BN10 7EB,Annabel Beasley,DASDA Ltd,Yes,Vent Repairs,3,2024-02-25,2024-02-27,"2 days, 0:00:00",Authorised,N/A,Yes,xqllk,WS3
85378868,2,KR Analytics Ltd,MARS Review,12.21.15.61,EH55 8HN,Chelsea Huber,Epiphany Ltd,No,Vent Repairs,3,2023-12-26,2023-12-31,"5 days, 0:00:00",Authorised,N/A,Yes,mpbeg,WS3
04678599,4,KR Analytics Ltd,MARS Review,62.54.31.14,AB41 0HG,Cora Lindsey,DASDA Ltd,No,Bird Netting Repair,3,2024-03-24,2024-04-01,"8 days, 0:00:00",Rejected,Yes,No,bvepf,WS3
71951006,3,KR Analytics Ltd,MARS Review,56.55.52.23,DN22 9XJ,Cora Lindsey,MEKOS Ltd,Yes,Roof repair,3,2024-03-22,2024-03-31,"9 days, 0:00:00",Rejected,No,No,crxtp,WS1
81417282,0,KR Analytics Ltd,MARS Review,56.63.32.63,CO6 4SP,Alfredo Holmes,DASDA Ltd,No,General Inspection,3,2023-12-06,2023-12-19,"13 days, 0:00:00",Rejected,Yes,No,mztge,WS3
81604623,1,KR Analytics Ltd,MARS Review,16.66.63.22,DE21 6XZ,Brayden Giles,German Ltd,Yes,Heating Installations,3,2023-11-23,2023-12-05,"12 days, 0:00:00",Rejected,Yes,No,uznnu,WS3
13090920,3,KR Analytics Ltd,MARS Review,32.61.43.64,GL50 1XX,Annabel Beasley,Aboard Service Ltd,Yes,Asbestos Survey,3,2024-03-20,2024-03-28,"8 days, 0:00:00",Rejected,Yes,No,zfsgc,WS1
37150947,3,KR Analytics Ltd,MARS Review,54.53.34.64,BA4 6RZ,Marcos Mcpherson,DASDA Ltd,Yes,Bird Netting Repair,3,2024-01-26,2024-01-29,"3 days, 0:00:00",Rejected,No,No,phvmo,WS1
60085436,4,KR Analytics Ltd,MARS Review,23.15.63.53,HP22 5XX,Kenny Merritt,Caledonian Ltd,No,General Inspection,3,2023-07-18,2023-08-01,"14 days, 0:00:00",Authorised,N/A,Yes,elipf,WS3
81497650,4,KR Analytics Ltd,MARS Review,43.64.11.36,GL4 9BJ,Kenny Merritt,Epiphany Ltd,No,Other Repairs,3,2023-10-07,2023-10-16,"9 days, 0:00:00",Authorised,N/A,Yes,cuflw,WS1
24608839,0,KR Analytics Ltd,MARS Review,24.26.55.25,CO5 8RU,Brayden Giles,DASDA Ltd,Yes,Vent Repairs,3,2023-12-07,2023-12-13,"6 days, 0:00:00",Rejected,Yes,No,mdefm,WS1
63140599,3,KR Analytics Ltd,MARS Review,55.52.26.46,FY2 9TS,Chelsea Huber,DASDA Ltd,Yes,General Inspection,3,2023-10-12,2023-10-19,"7 days, 0:00:00",Authorised,N/A,Yes,etlyy,WS1
81191288,2,KR Analytics Ltd,MARS Review,64.52.53.16,B45 8LE,Alfredo Holmes,Aboard Service Ltd,No,Fall Protection Inspection,3,2023-11-28,2023-12-10,"12 days, 0:00:00",Rejected,Yes,No,gbpqv,WS1
15777529,3,KR Analytics Ltd,MARS Review,33.45.34.43,BR2 8DP,Annabel Beasley,Epiphany Ltd,No,Vent Repairs,3,2023-05-25,2023-06-06,"12 days, 0:00:00",Authorised,N/A,Yes,nsfta,WS1
10415148,0,KR Analytics Ltd,MARS Review,43.45.61.45,G81 5PJ,Tate Benjamin,Elixir Ltd,No,Heating Installations,3,2023-07-07,2023-07-17,"10 days, 0:00:00",Authorised,N/A,Yes,gaxnw,WS1
81431390,4,KR Analytics Ltd,MARS Review,41.51.56.34,GU5 0XA,Annabel Beasley,Epiphany Ltd,Yes,Air Conditioning Installations,3,2023-12-14,2023-12-16,"2 days, 0:00:00",Authorised,N/A,Yes,gichj,WS3
32863002,3,KR Analytics Ltd,MARS Review,22.21.33.15,B49 6EN,Chelsea Huber,Aboard Service Ltd,No,Other Repairs,3,2023-06-02,2023-06-12,"10 days, 0:00:00",Rejected,No,No,honcp,WS1
89103344,3,KR Analytics Ltd,MARS Review,65.26.62.43,CB3 8BX,Cora Lindsey,DASDA Ltd,Yes,Fall Protection Inspection,3,2023-11-24,2023-12-08,"14 days, 0:00:00",Authorised,N/A,Yes,ucwkl,WS1
11310114,3,KR Analytics Ltd,MARS Review,35.56.36.13,AB9 6ES,Brayden Giles,DASDA Ltd,No,Heating Installations,3,2023-06-18,2023-06-29,"11 days, 0:00:00",Rejected,Yes,No,acshe,WS1
19039084,3,KR Analytics Ltd,MARS Review,46.54.12.25,E17 0WN,Tate Benjamin,Centurion Ltd,No,Air Conditioning Installations,3,2024-02-22,2024-03-01,"8 days, 0:00:00",Rejected,No,No,uoqwb,WS3
47035283,1,KR Analytics Ltd,MARS Review,63.31.23.14,CH44 8BA,Cora Lindsey,Centurion Ltd,Yes,Asbestos Survey,3,2023-08-17,2023-08-22,"5 days, 0:00:00",Rejected,No,No,jdcal,WS1
62886798,1,KR Analytics Ltd,MARS Review,32.41.31.44,BS9 2LR,Alfredo Holmes,German Ltd,Yes,Air Conditioning Installations,3,2024-03-09,2024-03-17,"8 days, 0:00:00",Rejected,Yes,No,pqtln,WS3
43761639,2,KR Analytics Ltd,MARS Review,15.34.22.42,EH7 4BT,Tate Benjamin,DASDA Ltd,Yes,Heating Installations,3,2023-07-23,2023-08-05,"13 days, 0:00:00",Authorised,N/A,Yes,ptvmm,WS3
02184457,0,KR Analytics Ltd,MARS Review,25.34.51.36,DA8 2ET,Kenny Merritt,German Ltd,Yes,Fall Protection Inspection,3,2023-04-13,2023-04-20,"7 days, 0:00:00",Authorised,N/A,Yes,erakj,WS1
36775730,4,KR Analytics Ltd,MARS Review,36.51.34.45,DN16 3BW,Cora Lindsey,Arc Ltd,Yes,Fall Protection Inspection,3,2024-01-12,2024-01-16,"4 days, 0:00:00",Rejected,Yes,No,oqzut,WS3
30974509,1,KR Analytics Ltd,MARS Review,35.33.34.34,AB42 4YH,Tate Benjamin,Centurion Ltd,No,Air Conditioning Installations,3,2023-07-20,2023-07-31,"11 days, 0:00:00",Rejected,Yes,No,fdjxx,WS1
27457998,1,KR Analytics Ltd,MARS Review,23.36.43.55,BS30 5RS,Marcos Mcpherson,Elixir Ltd,Yes,General Inspection,3,2023-11-18,2023-11-20,"2 days, 0:00:00",Rejected,No,No,varlj,WS3
66435603,0,KR Analytics Ltd,MARS Review,34.34.46.25,CO9 2TY,Brayden Giles,MEKOS Ltd,No,Vent Repairs,3,2024-01-26,2024-01-27,"1 day, 0:00:00",Authorised,N/A,Yes,uqpmd,WS3
70793274,3,KR Analytics Ltd,MARS Review,12.13.14.56,G20 6ET,Cassius Mullins,Centurion Ltd,No,Vent Repairs,3,2023-07-01,2023-07-09,"8 days, 0:00:00",Authorised,N/A,Yes,oxghj,WS3
04836154,3,KR Analytics Ltd,MARS Review,31.13.11.61,DT2 8AD,Cassius Mullins,Centurion Ltd,No,Air Conditioning Installations,3,2024-01-13,2024-01-19,"6 days, 0:00:00",Authorised,N/A,Yes,mcdvf,WS1
39636727,3,KR Analytics Ltd,MARS Review,46.61.45.63,EH19 3EJ,Jazmine Mathis,Centurion Ltd,No,General Inspection,3,2023-04-16,2023-04-26,"10 days, 0:00:00",Rejected,No,No,veang,WS3
36868749,1,KR Analytics Ltd,MARS Review,64.52.11.46,HP19 8UE,Cassius Mullins,Aboard Service Ltd,Yes,Air Conditioning Installations,3,2023-07-16,2023-07-30,"14 days, 0:00:00",Rejected,Yes,No,xuhcq,WS3
47107682,4,KR Analytics Ltd,MARS Review,16.13.56.34,G51 4JY,Jazmine Mathis,Aboard Service Ltd,No,Roof repair,3,2023-04-03,2023-04-11,"8 days, 0:00:00",Rejected,No,No,fnshd,WS3
73573671,4,KR Analytics Ltd,MARS Review,35.42.52.43,CF14 2PP,Kenny Merritt,MEKOS Ltd,No,Heating Installations,3,2023-10-14,2023-10-27,"13 days, 0:00:00",Authorised,N/A,Yes,asmni,WS1
53718597,1,KR Analytics Ltd,MARS Review,63.11.43.42,AB42 6US,Marcos Mcpherson,Elixir Ltd,Yes,Roof repair,3,2023-07-16,2023-07-25,"9 days, 0:00:00",Rejected,Yes,No,lsfgu,WS3
15621643,2,KR Analytics Ltd,MARS Review,31.12.22.66,BA22 7EQ,Marcos Mcpherson,DASDA Ltd,Yes,Air Conditioning Installations,3,2024-01-07,2024-01-08,"1 day, 0:00:00",Authorised,N/A,Yes,csjgq,WS3
63106377,2,KR Analytics Ltd,MARS Review,54.36.23.14,CH5 4LY,Chelsea Huber,DASDA Ltd,Yes,Other Repairs,3,2024-02-24,2024-03-09,"14 days, 0:00:00",Authorised,N/A,Yes,acgbp,WS1
43094119,4,KR Analytics Ltd,MARS Review,24.61.36.66,BT41 2LD,Kenny Merritt,Arc Ltd,No,Air Conditioning Installations,3,2023-04-09,2023-04-11,"2 days, 0:00:00",Authorised,N/A,Yes,ldegj,WS3
05900688,1,KR Analytics Ltd,MARS Review,55.22.31.65,AB5 0QQ,Alfredo Holmes,Epiphany Ltd,No,Asbestos Survey,3,2023-12-02,2023-12-04,"2 days, 0:00:00",Rejected,No,No,irbwi,WS1
29889873,2,KR Analytics Ltd,MARS Review,51.61.22.65,B33 3BQ,Marcos Mcpherson,Arc Ltd,No,Fall Protection Inspection,3,2023-11-24,2023-11-29,"5 days, 0:00:00",Authorised,N/A,Yes,ortwd,WS1
